Halb,engine_type,map_model,Vehicle_Type,Month,total_demand
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/07/2023,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/08/2023,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/09/2023,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/10/2023,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/11/2023,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/12/2023,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/01/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/02/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/03/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/04/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/05/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/06/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/07/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/08/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/09/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/10/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/11/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/12/2024,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/01/2025,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/02/2025,0
86407152,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/03/2025,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/04/2023,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/05/2023,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/06/2023,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/07/2023,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/08/2023,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/09/2023,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/10/2023,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/11/2023,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/12/2023,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/01/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/02/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/03/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/04/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/05/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/06/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/07/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/08/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/09/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/10/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/11/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/12/2024,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/01/2025,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/02/2025,0
86407153,E494_EU3_DSL,Pro3008-LHD AC-P/stg,LMD,01/03/2025,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/04/2023,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/05/2023,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/06/2023,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/07/2023,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/08/2023,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/09/2023,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/10/2023,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/11/2023,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/12/2023,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/01/2024,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/02/2024,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/03/2024,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/04/2024,2
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/05/2024,2
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/06/2024,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/07/2024,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/08/2024,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/09/2024,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/10/2024,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/11/2024,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/12/2024,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/01/2025,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/02/2025,0
86407326,E494_EU4_DSL,Pro3008-LHD-Premium,LMD,01/03/2025,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/04/2023,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/05/2023,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/06/2023,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/07/2023,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/08/2023,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/09/2023,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/10/2023,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/11/2023,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/12/2023,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/01/2024,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/02/2024,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/03/2024,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/04/2024,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/05/2024,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/06/2024,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/07/2024,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/08/2024,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/09/2024,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/10/2024,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/11/2024,1
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/12/2024,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/01/2025,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/02/2025,0
86408608,E494_EU3_DSL,"Pro3008-LHD, PREMIUM",LMD,01/03/2025,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/04/2023,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/05/2023,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/06/2023,10
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/07/2023,10
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/08/2023,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/09/2023,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/10/2023,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/11/2023,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/12/2023,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/01/2024,10
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/02/2024,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/03/2024,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/04/2024,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/05/2024,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/06/2024,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/07/2024,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/08/2024,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/09/2024,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/10/2024,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/11/2024,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/12/2024,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/01/2025,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/02/2025,0
86500443,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/03/2025,0
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/04/2023,30
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/05/2023,8
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/06/2023,0
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/07/2023,8
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/08/2023,0
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/09/2023,8
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/10/2023,20
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/11/2023,30
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/12/2023,10
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/01/2024,10
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/02/2024,10
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/03/2024,20
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/04/2024,34
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/05/2024,32
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/06/2024,34
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/07/2024,34
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/08/2024,28
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/09/2024,24
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/10/2024,24
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/11/2024,8
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/12/2024,12
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/01/2025,6
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/02/2025,24
86500444,E494_BS3_BD,KUZER-PREMIUM-AC,LMD,01/03/2025,16
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/04/2023,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/05/2023,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/06/2023,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/07/2023,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/08/2023,10
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/09/2023,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/10/2023,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/11/2023,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/12/2023,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/01/2024,40
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/02/2024,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/03/2024,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/04/2024,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/05/2024,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/06/2024,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/07/2024,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/08/2024,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/09/2024,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/10/2024,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/11/2024,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/12/2024,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/01/2025,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/02/2025,0
86502469,E494_BS3_BD,KUZER-PREMIUM-KD,LMD,01/03/2025,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/04/2023,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/05/2023,4
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/06/2023,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/07/2023,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/08/2023,2
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/09/2023,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/10/2023,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/11/2023,4
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/12/2023,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/01/2024,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/02/2024,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/03/2024,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/04/2024,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/05/2024,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/06/2024,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/07/2024,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/08/2024,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/09/2024,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/10/2024,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/11/2024,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/12/2024,4
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/01/2025,2
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/02/2025,0
86503609,E494_EU3_DSL,"Pro3008, AC, P/stg",LMD,01/03/2025,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/04/2023,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/05/2023,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/06/2023,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/07/2023,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/08/2023,2
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/09/2023,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/10/2023,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/11/2023,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/12/2023,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/01/2024,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/02/2024,4
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/03/2024,2
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/04/2024,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/05/2024,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/06/2024,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/07/2024,6
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/08/2024,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/09/2024,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/10/2024,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/11/2024,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/12/2024,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/01/2025,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/02/2025,0
86503638,E494_EU4_BD,KUZER-BASE,LMD,01/03/2025,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/04/2023,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/05/2023,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/06/2023,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/07/2023,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/08/2023,26
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/09/2023,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/10/2023,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/11/2023,10
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/12/2023,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/01/2024,10
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/02/2024,6
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/03/2024,18
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/04/2024,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/05/2024,10
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/06/2024,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/07/2024,44
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/08/2024,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/09/2024,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/10/2024,8
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/11/2024,50
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/12/2024,50
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/01/2025,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/02/2025,0
86503639,E494_EU4_BD,KUZER-BASE,LMD,01/03/2025,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/04/2023,2
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/05/2023,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/06/2023,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/07/2023,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/08/2023,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/09/2023,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/10/2023,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/11/2023,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/12/2023,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/01/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/02/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/03/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/04/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/05/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/06/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/07/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/08/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/09/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/10/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/11/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/12/2024,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/01/2025,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/02/2025,0
86607142,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/03/2025,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/04/2023,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/05/2023,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/06/2023,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/07/2023,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/08/2023,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/09/2023,2
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/10/2023,1
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/11/2023,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/12/2023,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/01/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/02/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/03/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/04/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/05/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/06/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/07/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/08/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/09/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/10/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/11/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/12/2024,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/01/2025,2
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/02/2025,0
86608058,E494_BS3_DSL,Pro3012-PREMIUM,LMD,01/03/2025,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/04/2023,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/05/2023,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/06/2023,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/07/2023,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/08/2023,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/09/2023,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/10/2023,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/11/2023,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/12/2023,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/01/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/02/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/03/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/04/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/05/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/06/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/07/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/08/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/09/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/10/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/11/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/12/2024,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/01/2025,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/02/2025,0
86701894,E483_BS3_DSL,Pro 2049-P/stg,LMD,01/03/2025,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/04/2023,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/05/2023,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/06/2023,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/07/2023,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/08/2023,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/09/2023,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/10/2023,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/11/2023,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/12/2023,5
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/01/2024,3
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/02/2024,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/03/2024,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/04/2024,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/05/2024,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/06/2024,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/07/2024,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/08/2024,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/09/2024,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/10/2024,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/11/2024,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/12/2024,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/01/2025,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/02/2025,0
86702230,E483_BS3_DSL,Pro 2049-LHD-P/stg,LMD,01/03/2025,0
86702465,E483_BS3_DSL,"Pro 1049, P/stg",LMD,01/04/2023,0
