Halb,Engine,Model,Vehicle_Type,Forecast_Model,Month,Actual_Demand,Forecast_Demand,Difference
96057716,E474_BS6_DSL,"Pro Skyline 3011, P/stg",Bus,SARIMA,2025-03-01,0,1.5987794509131705,-1.5987794509131705
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-01-01,0,0.0,0.0
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-02-01,0,0.0,0.0
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-03-01,0,0.0,0.0
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SES,2025-01-01,0,2.1060672032083185,-2.1060672032083185
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SES,2025-02-01,0,2.1060672032083185,-2.1060672032083185
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SES,2025-03-01,0,2.1060672032083185,-2.1060672032083185
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt,2025-01-01,0,2.1060676227666613,-2.1060676227666613
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt,2025-02-01,0,2.1060676227666613,-2.1060676227666613
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt,2025-03-01,0,2.1060676227666613,-2.1060676227666613
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-01-01,0,4.809521324057,-4.809521324057
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-02-01,0,5.030300220993812,-5.030300220993812
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-03-01,0,5.251079117930625,-5.251079117930625
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-01-01,0,1.2053269048530204,-1.2053269048530204
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-02-01,0,1.7522061139028964,-1.7522061139028964
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-03-01,0,2.000335370859529,-2.000335370859529
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-01-01,0,3.0320974130701273,-3.0320974130701273
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-02-01,0,4.6019167891903,-4.6019167891903
96058971,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-03-01,0,6.038503198609963,-6.038503198609963
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-01-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-02-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-03-01,1,0.0,1.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SES,2025-01-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SES,2025-02-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SES,2025-03-01,1,0.0,1.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt,2025-01-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt,2025-02-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt,2025-03-01,1,0.0,1.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-01-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-02-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-03-01,1,0.0,1.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-01-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-02-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-03-01,1,0.0,1.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-01-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-02-01,0,0.0,0.0
96059467,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-03-01,1,0.0,1.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-01-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-02-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-03-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SES,2025-01-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SES,2025-02-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SES,2025-03-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt,2025-01-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt,2025-02-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt,2025-03-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-01-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-02-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-03-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-01-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-02-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-03-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-01-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-02-01,0,0.0,0.0
96059468,E494_BS6_DSL,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-03-01,0,0.0,0.0
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-01-01,0,0.3333333333333333,-0.3333333333333333
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-02-01,0,0.3333333333333333,-0.3333333333333333
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Moving Average,2025-03-01,0,0.3333333333333333,-0.3333333333333333
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SES,2025-01-01,0,1.4901160971803051e-08,-1.4901160971803051e-08
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SES,2025-02-01,0,1.4901160971803051e-08,-1.4901160971803051e-08
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SES,2025-03-01,0,1.4901160971803051e-08,-1.4901160971803051e-08
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt,2025-01-01,0,1.4901160980684716e-08,-1.4901160980684716e-08
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt,2025-02-01,0,1.490116098512555e-08,-1.490116098512555e-08
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt,2025-03-01,0,1.4901160989566381e-08,-1.4901160989566381e-08
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-01-01,0,0.1761897934176446,-0.1761897934176446
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-02-01,0,0.18787806316118366,-0.18787806316118366
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,Holt Winters,2025-03-01,0,0.19956633290472275,-0.19956633290472275
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-01-01,0,0.49872844020288165,-0.49872844020288165
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-02-01,0,0.2618798820074489,-0.2618798820074489
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,ARIMA,2025-03-01,0,0.37436041248699214,-0.37436041248699214
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-01-01,0,0.4929023810239721,-0.4929023810239721
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-02-01,0,0.2752925615022524,-0.2752925615022524
96059472,E494_BS6_CNG,"Pro Skyline 3009, P/stg",Bus,SARIMA,2025-03-01,0,0.3713648330898204,-0.3713648330898204
96100617,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-01-01,0,0.0,0.0
96100617,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-02-01,7,0.0,7.0
96100617,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-03-01,11,0.0,11.0
96100617,Electric Veh,Pro X 3.5T,LMD,SES,2025-01-01,0,0.0,0.0
96100617,Electric Veh,Pro X 3.5T,LMD,SES,2025-02-01,7,0.0,7.0
96100617,Electric Veh,Pro X 3.5T,LMD,SES,2025-03-01,11,0.0,11.0
96100617,Electric Veh,Pro X 3.5T,LMD,Holt,2025-01-01,0,0.0,0.0
96100617,Electric Veh,Pro X 3.5T,LMD,Holt,2025-02-01,7,0.0,7.0
96100617,Electric Veh,Pro X 3.5T,LMD,Holt,2025-03-01,11,0.0,11.0
96100617,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-01-01,0,0.0,0.0
96100617,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-02-01,7,0.0,7.0
96100617,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-03-01,11,0.0,11.0
96100617,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-01-01,0,0.0,0.0
96100617,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-02-01,7,0.0,7.0
96100617,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-03-01,11,0.0,11.0
96100617,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-01-01,0,0.0,0.0
96100617,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-02-01,7,0.0,7.0
96100617,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-03-01,11,0.0,11.0
96100620,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-01-01,0,0.0,0.0
96100620,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-02-01,25,0.0,25.0
96100620,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-03-01,2,0.0,2.0
96100620,Electric Veh,Pro X 3.5T,LMD,SES,2025-01-01,0,0.0,0.0
96100620,Electric Veh,Pro X 3.5T,LMD,SES,2025-02-01,25,0.0,25.0
96100620,Electric Veh,Pro X 3.5T,LMD,SES,2025-03-01,2,0.0,2.0
96100620,Electric Veh,Pro X 3.5T,LMD,Holt,2025-01-01,0,0.0,0.0
96100620,Electric Veh,Pro X 3.5T,LMD,Holt,2025-02-01,25,0.0,25.0
96100620,Electric Veh,Pro X 3.5T,LMD,Holt,2025-03-01,2,0.0,2.0
96100620,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-01-01,0,0.0,0.0
96100620,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-02-01,25,0.0,25.0
96100620,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-03-01,2,0.0,2.0
96100620,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-01-01,0,0.0,0.0
96100620,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-02-01,25,0.0,25.0
96100620,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-03-01,2,0.0,2.0
96100620,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-01-01,0,0.0,0.0
96100620,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-02-01,25,0.0,25.0
96100620,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-03-01,2,0.0,2.0
96100758,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-01-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-02-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-03-01,15,0.0,15.0
96100758,Electric Veh,Pro X 3.5T,LMD,SES,2025-01-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,SES,2025-02-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,SES,2025-03-01,15,0.0,15.0
96100758,Electric Veh,Pro X 3.5T,LMD,Holt,2025-01-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,Holt,2025-02-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,Holt,2025-03-01,15,0.0,15.0
96100758,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-01-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-02-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-03-01,15,0.0,15.0
96100758,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-01-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-02-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-03-01,15,0.0,15.0
96100758,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-01-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-02-01,0,0.0,0.0
96100758,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-03-01,15,0.0,15.0
96101001,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-01-01,0,0.0,0.0
96101001,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-02-01,3,0.0,3.0
96101001,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-03-01,0,0.0,0.0
96101001,Electric Veh,Pro X 3.5T,LMD,SES,2025-01-01,0,0.0,0.0
96101001,Electric Veh,Pro X 3.5T,LMD,SES,2025-02-01,3,0.0,3.0
96101001,Electric Veh,Pro X 3.5T,LMD,SES,2025-03-01,0,0.0,0.0
96101001,Electric Veh,Pro X 3.5T,LMD,Holt,2025-01-01,0,0.0,0.0
96101001,Electric Veh,Pro X 3.5T,LMD,Holt,2025-02-01,3,0.0,3.0
96101001,Electric Veh,Pro X 3.5T,LMD,Holt,2025-03-01,0,0.0,0.0
96101001,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-01-01,0,0.0,0.0
96101001,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-02-01,3,0.0,3.0
96101001,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-03-01,0,0.0,0.0
96101001,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-01-01,0,0.0,0.0
96101001,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-02-01,3,0.0,3.0
96101001,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-03-01,0,0.0,0.0
96101001,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-01-01,0,0.0,0.0
96101001,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-02-01,3,0.0,3.0
96101001,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-03-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,Moving Average,2025-01-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,Moving Average,2025-02-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,Moving Average,2025-03-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,SES,2025-01-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,SES,2025-02-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,SES,2025-03-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,Holt,2025-01-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,Holt,2025-02-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,Holt,2025-03-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,Holt Winters,2025-01-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,Holt Winters,2025-02-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,Holt Winters,2025-03-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,ARIMA,2025-01-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,ARIMA,2025-02-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,ARIMA,2025-03-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,SARIMA,2025-01-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,SARIMA,2025-02-01,0,0.0,0.0
96101001,Electric Veh,TITAN 2035 EV,LMD,SARIMA,2025-03-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,Moving Average,2025-01-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,Moving Average,2025-02-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,Moving Average,2025-03-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,SES,2025-01-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,SES,2025-02-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,SES,2025-03-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,Holt,2025-01-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,Holt,2025-02-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,Holt,2025-03-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,Holt Winters,2025-01-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,Holt Winters,2025-02-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,Holt Winters,2025-03-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,ARIMA,2025-01-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,ARIMA,2025-02-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,ARIMA,2025-03-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,SARIMA,2025-01-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,SARIMA,2025-02-01,0,0.0,0.0
96107319,E449_BS6_CNG,Pro X 3.5T,LMD,SARIMA,2025-03-01,0,0.0,0.0
96109878,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-01-01,0,0.0,0.0
96109878,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-02-01,1,0.0,1.0
96109878,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-03-01,4,0.0,4.0
96109878,Electric Veh,Pro X 3.5T,LMD,SES,2025-01-01,0,0.0,0.0
96109878,Electric Veh,Pro X 3.5T,LMD,SES,2025-02-01,1,0.0,1.0
96109878,Electric Veh,Pro X 3.5T,LMD,SES,2025-03-01,4,0.0,4.0
96109878,Electric Veh,Pro X 3.5T,LMD,Holt,2025-01-01,0,0.0,0.0
96109878,Electric Veh,Pro X 3.5T,LMD,Holt,2025-02-01,1,0.0,1.0
96109878,Electric Veh,Pro X 3.5T,LMD,Holt,2025-03-01,4,0.0,4.0
96109878,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-01-01,0,0.0,0.0
96109878,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-02-01,1,0.0,1.0
96109878,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-03-01,4,0.0,4.0
96109878,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-01-01,0,0.0,0.0
96109878,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-02-01,1,0.0,1.0
96109878,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-03-01,4,0.0,4.0
96109878,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-01-01,0,0.0,0.0
96109878,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-02-01,1,0.0,1.0
96109878,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-03-01,4,0.0,4.0
96109878,Electric Veh,TITAN 2035 EV,LMD,Moving Average,2025-01-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,Moving Average,2025-02-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,Moving Average,2025-03-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,SES,2025-01-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,SES,2025-02-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,SES,2025-03-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,Holt,2025-01-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,Holt,2025-02-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,Holt,2025-03-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,Holt Winters,2025-01-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,Holt Winters,2025-02-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,Holt Winters,2025-03-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,ARIMA,2025-01-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,ARIMA,2025-02-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,ARIMA,2025-03-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,SARIMA,2025-01-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,SARIMA,2025-02-01,0,0.0,0.0
96109878,Electric Veh,TITAN 2035 EV,LMD,SARIMA,2025-03-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-01-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-02-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-03-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,SES,2025-01-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,SES,2025-02-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,SES,2025-03-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,Holt,2025-01-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,Holt,2025-02-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,Holt,2025-03-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-01-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-02-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-03-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-01-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-02-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-03-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-01-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-02-01,0,0.0,0.0
96109893,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-03-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-01-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-02-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,Moving Average,2025-03-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,SES,2025-01-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,SES,2025-02-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,SES,2025-03-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,Holt,2025-01-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,Holt,2025-02-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,Holt,2025-03-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-01-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-02-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,Holt Winters,2025-03-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-01-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-02-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,ARIMA,2025-03-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-01-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-02-01,0,0.0,0.0
96109895,Electric Veh,Pro X 3.5T,LMD,SARIMA,2025-03-01,0,0.0,0.0
96200622,Electric Veh,Pro X 3T,LMD,Moving Average,2025-01-01,0,0.0,0.0
96200622,Electric Veh,Pro X 3T,LMD,Moving Average,2025-02-01,37,0.0,37.0
96200622,Electric Veh,Pro X 3T,LMD,Moving Average,2025-03-01,7,0.0,7.0
96200622,Electric Veh,Pro X 3T,LMD,SES,2025-01-01,0,0.0,0.0
96200622,Electric Veh,Pro X 3T,LMD,SES,2025-02-01,37,0.0,37.0
96200622,Electric Veh,Pro X 3T,LMD,SES,2025-03-01,7,0.0,7.0
96200622,Electric Veh,Pro X 3T,LMD,Holt,2025-01-01,0,0.0,0.0
96200622,Electric Veh,Pro X 3T,LMD,Holt,2025-02-01,37,0.0,37.0
96200622,Electric Veh,Pro X 3T,LMD,Holt,2025-03-01,7,0.0,7.0
96200622,Electric Veh,Pro X 3T,LMD,Holt Winters,2025-01-01,0,0.0,0.0
96200622,Electric Veh,Pro X 3T,LMD,Holt Winters,2025-02-01,37,0.0,37.0
96200622,Electric Veh,Pro X 3T,LMD,Holt Winters,2025-03-01,7,0.0,7.0
96200622,Electric Veh,Pro X 3T,LMD,ARIMA,2025-01-01,0,0.0,0.0
96200622,Electric Veh,Pro X 3T,LMD,ARIMA,2025-02-01,37,0.0,37.0
